"age","marital","race","education","job_class","health","insurance","wage"
39,"married","white","advanced_degree","information","very_good","yes",156.5035109
48,"married","white","college_grad","information","very_good","yes",104.9215065
45,"married","black","college_grad","industrial","very_good","yes",99.6894637
50,"married","white","college_grad","industrial","good","no",54.59815003
42,"married","white","college_grad","information","very_good","yes",32.36641317
58,"married","white","some_college","industrial","good","no",118.8843593
48,"married","white","hs_grad","industrial","very_good","yes",109.8339856
48,"married","white","college_grad","industrial","very_good","yes",109.8339856
45,"married","white","some_college","information","very_good","yes",118.8843593
41,"divorced","white","some_college","industrial","very_good","yes",110.7826503
27,"never_married","white","hs_grad","industrial","very_good","yes",93.55726735
44,"married","white","hs_grad","information","very_good","yes",109.8339856
32,"married","white","college_grad","information","very_good","yes",118.8843593
46,"married","white","no_hs_grad","information","very_good","yes",118.8843593
52,"married","black","hs_grad","information","good","no",52.15617117
22,"never_married","white","some_college","industrial","very_good","no",43.73511168
53,"widowed","white","hs_grad","industrial","very_good","yes",117.1468169
34,"married","white","advanced_degree","industrial","good","yes",118.8843593
38,"married","white","hs_grad","industrial","very_good","yes",148.4131591
42,"married","white","no_hs_grad","information","very_good","yes",101.8243521
25,"never_married","black","some_college","information","very_good","yes",94.07271475
29,"never_married","white","some_college","industrial","very_good","yes",86.69515483
28,"married","white","advanced_degree","information","very_good","yes",141.7751723
46,"married","white","college_grad","industrial","very_good","yes",66.96164432
55,"married","black","advanced_degree","information","very_good","yes",118.8843593
56,"married","white","hs_grad","industrial","good","no",105.7676396
41,"divorced","black","hs_grad","information","good","yes",118.8843593
61,"married","white","advanced_degree","information","very_good","no",176.9896505
47,"married","white","hs_grad","information","very_good","yes",65.11085372
52,"married","white","some_college","industrial","very_good","yes",85.38394038
27,"married","white","hs_grad","industrial","very_good","no",72.15045568
33,"never_married","black","some_college","information","very_good","yes",89.24288466
58,"never_married","white","hs_grad","information","good","yes",65.11085372
27,"married","white","college_grad","industrial","very_good","yes",145.8051634
52,"separated","black","hs_grad","industrial","very_good","yes",87.98103279
45,"married","white","advanced_degree","industrial","very_good","no",41.09980363
22,"never_married","white","hs_grad","information","very_good","yes",68.3956538
25,"never_married","white","some_college","industrial","good","yes",81.28325328
25,"never_married","white","hs_grad","industrial","very_good","yes",73.77574327
41,"married","black","no_hs_grad","industrial","very_good","yes",130.9821774
54,"separated","white","college_grad","industrial","very_good","yes",148.4131591
23,"married","white","hs_grad","industrial","very_good","yes",81.22674631
36,"never_married","white","advanced_degree","industrial","very_good","yes",63.188861
31,"separated","white","some_college","industrial","good","yes",94.07271475
52,"married","white","hs_grad","information","good","yes",92.65813017
46,"married","black","hs_grad","information","good","no",76.89360252
45,"married","white","hs_grad","industrial","good","yes",118.8843593
40,"married","white","hs_grad","industrial","good","no",79.85490031
33,"never_married","asian","college_grad","information","very_good","yes",86.69515483
42,"married","white","college_grad","information","very_good","yes",133.9715001
41,"married","white","college_grad","information","very_good","yes",125.5254984
25,"never_married","other","hs_grad","industrial","very_good","yes",92.89584479
24,"divorced","white","hs_grad","industrial","very_good","yes",72.15045568
24,"never_married","white","some_college","industrial","very_good","no",118.8843593
51,"married","white","hs_grad","information","good","no",70.47601965
41,"married","white","hs_grad","industrial","very_good","no",127.1157438
42,"never_married","white","college_grad","information","very_good","yes",114.4757133
30,"never_married","white","college_grad","industrial","very_good","yes",87.98103279
55,"married","asian","no_hs_grad","industrial","very_good","no",54.59815003
23,"never_married","white","hs_grad","industrial","very_good","yes",84.04595765
60,"divorced","white","college_grad","information","very_good","no",85.38394038
40,"married","asian","advanced_degree","information","very_good","yes",141.7751723
41,"never_married","white","hs_grad","information","very_good","yes",110.7826503
80,"married","white","hs_grad","information","good","yes",79.85490031
53,"married","white","hs_grad","information","very_good","yes",97.49329405
40,"never_married","white","hs_grad","industrial","very_good","no",171.7651326
35,"married","white","some_college","industrial","good","yes",137.4812478
55,"married","white","no_hs_grad","industrial","good","yes",75.35567932
24,"never_married","white","hs_grad","information","very_good","yes",73.77574327
39,"married","white","college_grad","information","very_good","yes",148.4131591
30,"married","white","advanced_degree","industrial","very_good","yes",95.23071257
68,"married","white","hs_grad","industrial","good","yes",87.98103279
54,"married","black","hs_grad","information","good","yes",109.8339856
27,"never_married","white","college_grad","industrial","very_good","no",81.28325328
34,"married","white","hs_grad","industrial","very_good","yes",118.8843593
53,"married","white","advanced_degree","information","good","yes",127.1157438
48,"married","black","advanced_degree","information","very_good","no",85.38394038
59,"married","white","hs_grad","industrial","very_good","yes",81.28325328
30,"married","white","some_college","industrial","very_good","no",118.8843593
45,"married","white","advanced_degree","information","very_good","yes",163.515864
39,"married","other","college_grad","information","good","yes",104.9215065
45,"married","asian","college_grad","industrial","good","no",99.6894637
43,"married","white","advanced_degree","information","very_good","yes",281.7459706
30,"never_married","black","advanced_degree","information","very_good","yes",138.2991269
57,"married","white","college_grad","information","very_good","yes",176.9896505
53,"married","white","college_grad","information","good","yes",136.8763676
42,"married","white","college_grad","information","very_good","yes",186.8766776
23,"never_married","white","hs_grad","industrial","good","no",90.48191336
58,"married","white","hs_grad","industrial","good","no",85.38394038
43,"married","white","no_hs_grad","industrial","very_good","yes",145.1436012
33,"divorced","white","advanced_degree","information","very_good","yes",120.5894365
56,"married","white","college_grad","information","very_good","yes",101.8243521
37,"married","black","college_grad","industrial","very_good","no",108.8745258
41,"divorced","white","advanced_degree","industrial","very_good","no",38.60591452
33,"married","white","some_college","information","very_good","yes",92.89584479
50,"never_married","white","advanced_degree","information","very_good","yes",126.3238807
43,"married","white","advanced_degree","information","very_good","yes",191.5736835
53,"married","white","college_grad","industrial","very_good","yes",155.9005061
37,"widowed","white","some_college","information","very_good","yes",87.98103279
20,"never_married","black","some_college","information","very_good","no",59.09706408
26,"never_married","white","some_college","industrial","very_good","yes",73.77574327
29,"divorced","white","college_grad","information","very_good","no",90.48191336
57,"married","white","college_grad","information","very_good","yes",118.8843593
47,"married","white","some_college","information","very_good","yes",151.5914842
54,"married","white","advanced_degree","industrial","very_good","no",272.2947832
38,"married","white","no_hs_grad","industrial","good","no",97.49329405
23,"never_married","white","some_college","industrial","very_good","no",68.11199407
31,"married","white","hs_grad","information","very_good","yes",127.1157438
43,"married","white","college_grad","information","very_good","yes",272.2947832
33,"married","white","advanced_degree","information","good","no",111.7208494
48,"married","white","hs_grad","industrial","good","yes",127.1157438
33,"married","white","hs_grad","industrial","very_good","yes",87.98103279
52,"married","white","college_grad","information","very_good","yes",114.4757133
30,"never_married","black","some_college","information","very_good","no",69.79153085
44,"married","white","hs_grad","industrial","very_good","yes",94.07271475
38,"married","white","hs_grad","information","very_good","yes",127.273347
51,"married","white","hs_grad","industrial","very_good","yes",160.6424754
47,"married","white","some_college","industrial","very_good","yes",171.7651326
28,"married","white","college_grad","information","good","yes",141.7751723
52,"divorced","white","some_college","information","very_good","yes",115.3750386
23,"never_married","white","no_hs_grad","industrial","good","no",72.15045568
65,"married","white","no_hs_grad","industrial","good","no",73.77574327
27,"never_married","white","college_grad","industrial","very_good","yes",127.1157438
33,"married","white","no_hs_grad","information","very_good","no",20.93437794
49,"married","white","hs_grad","industrial","very_good","yes",79.85490031
27,"never_married","white","some_college","industrial","good","yes",102.8702469
48,"divorced","white","hs_grad","industrial","good","yes",115.3750386
38,"never_married","white","some_college","industrial","good","yes",97.49329405
58,"married","white","some_college","industrial","good","no",104.9215065
40,"married","asian","advanced_degree","industrial","very_good","no",115.3750386
46,"married","white","hs_grad","industrial","very_good","no",93.48669204
53,"married","black","some_college","information","good","yes",123.0896998
25,"never_married","black","advanced_degree","information","very_good","yes",118.8843593
42,"married","white","some_college","information","very_good","yes",96.37065283
40,"never_married","white","hs_grad","industrial","very_good","yes",84.04595765
35,"married","white","hs_grad","information","very_good","yes",127.1157438
50,"separated","white","hs_grad","information","good","no",95.23071257
34,"married","white","some_college","industrial","very_good","yes",81.28325328
48,"married","white","hs_grad","information","very_good","yes",102.8702469
49,"married","white","advanced_degree","information","good","yes",111.7208494
41,"married","asian","college_grad","information","very_good","no",94.07271475
37,"married","asian","college_grad","information","very_good","yes",127.1157438
58,"married","white","some_college","information","very_good","yes",104.9215065
28,"never_married","black","hs_grad","industrial","good","no",68.11199407
33,"married","white","hs_grad","industrial","very_good","yes",128.6804882
50,"married","white","some_college","industrial","very_good","yes",143.9273594
38,"married","white","hs_grad","information","very_good","yes",103.9024706
48,"married","white","hs_grad","industrial","very_good","yes",91.69922611
30,"married","white","some_college","industrial","very_good","yes",95.23071257
49,"married","white","advanced_degree","information","very_good","no",138.2991269
44,"married","white","college_grad","information","very_good","yes",118.5567764
50,"married","white","hs_grad","industrial","very_good","yes",94.07271475
58,"married","asian","college_grad","information","good","yes",114.4757133
45,"never_married","white","college_grad","information","very_good","yes",150.0132863
44,"married","white","some_college","information","very_good","no",97.49329405
35,"divorced","white","college_grad","information","good","no",90.48191336
59,"married","white","hs_grad","information","very_good","no",81.28325328
45,"married","white","hs_grad","information","very_good","no",130.9821774
51,"married","white","college_grad","industrial","good","yes",150.9627835
61,"married","white","some_college","information","very_good","no",130.9821774
45,"married","white","hs_grad","industrial","very_good","yes",145.1436012
34,"never_married","white","college_grad","industrial","very_good","yes",90.48191336
33,"married","white","college_grad","information","good","no",113.5670896
45,"married","white","hs_grad","information","good","yes",87.98103279
50,"never_married","white","advanced_degree","information","good","yes",157.7005277
50,"married","white","hs_grad","information","very_good","yes",109.8339856
39,"married","white","some_college","information","good","no",84.04595765
26,"never_married","white","college_grad","information","very_good","yes",160.6436382
49,"married","white","hs_grad","industrial","good","no",47.90556704
20,"never_married","white","hs_grad","industrial","very_good","no",59.09706408
31,"married","white","college_grad","industrial","very_good","no",81.28325328
49,"married","white","hs_grad","information","good","yes",87.98103279
56,"never_married","black","hs_grad","industrial","good","yes",87.98103279
61,"married","white","college_grad","information","very_good","yes",143.8085568
56,"separated","white","hs_grad","information","good","yes",110.7826503
51,"married","white","college_grad","information","very_good","no",118.8843593
42,"married","white","no_hs_grad","industrial","very_good","yes",120.5894365
45,"married","white","college_grad","industrial","very_good","yes",272.2947832
30,"married","white","advanced_degree","information","very_good","yes",105.3758927
48,"never_married","white","college_grad","information","good","no",69.01087662
33,"married","white","advanced_degree","industrial","good","yes",87.98103279
50,"married","white","some_college","information","very_good","yes",89.24288466
31,"married","asian","advanced_degree","information","very_good","yes",171.7651326
48,"married","white","college_grad","industrial","good","yes",133.2323508
35,"married","white","advanced_degree","information","very_good","yes",200.5432623
47,"married","black","some_college","industrial","very_good","yes",92.89584479
45,"married","white","college_grad","industrial","good","yes",148.4131591
52,"married","white","hs_grad","industrial","very_good","yes",119.7425563
46,"married","white","hs_grad","industrial","very_good","yes",82.6796373
47,"married","asian","college_grad","information","very_good","no",105.9278108
49,"married","white","hs_grad","industrial","very_good","yes",267.9010869
36,"married","white","no_hs_grad","industrial","good","no",104.9215065
51,"married","white","college_grad","industrial","good","no",127.1157438
46,"married","white","hs_grad","industrial","very_good","yes",157.7005277
37,"married","asian","college_grad","information","very_good","no",148.4131591
23,"never_married","white","some_college","industrial","very_good","yes",65.11085372
43,"married","white","college_grad","industrial","very_good","yes",104.9215065
34,"married","asian","college_grad","information","very_good","yes",78.3924668
58,"married","white","hs_grad","industrial","very_good","yes",139.2137881
44,"never_married","asian","college_grad","information","very_good","yes",112.6488963
61,"married","white","college_grad","information","very_good","no",79.85490031
40,"divorced","white","no_hs_grad","industrial","very_good","no",65.11085372
37,"married","white","some_college","information","very_good","yes",111.7208494
33,"married","white","hs_grad","information","very_good","no",104.9215065
38,"married","white","some_college","information","very_good","yes",176.9896505
41,"married","white","hs_grad","information","good","yes",99.6894637
30,"married","black","hs_grad","industrial","very_good","yes",104.9215065
51,"married","white","no_hs_grad","industrial","good","yes",70.81503862
39,"never_married","white","some_college","industrial","very_good","yes",94.07271475
56,"married","black","some_college","information","very_good","yes",127.1157438
44,"never_married","white","hs_grad","industrial","good","no",97.49329405
51,"divorced","white","advanced_degree","information","very_good","yes",109.8339856
35,"married","white","hs_grad","industrial","very_good","no",75.19962815
27,"never_married","white","hs_grad","industrial","good","no",65.11085372
47,"married","white","some_college","industrial","good","yes",146.4628385
51,"married","asian","some_college","information","good","no",81.28325328
41,"married","white","hs_grad","industrial","very_good","no",127.1157438
63,"married","white","no_hs_grad","industrial","good","no",73.77574327
61,"never_married","white","hs_grad","information","good","no",65.11085372
46,"married","white","hs_grad","industrial","good","yes",99.6894637
33,"never_married","white","some_college","industrial","very_good","no",79.85490031
35,"separated","white","no_hs_grad","information","good","no",73.77574327
28,"married","white","advanced_degree","information","very_good","yes",87.98103279
50,"married","asian","some_college","industrial","very_good","no",118.8843593
