"Id","Name","Year","Gender","State","Count"
13674,"Ariel",2014,"F","AK",6
13675,"Bailey",2014,"F","AK",6
13676,"Bristol",2014,"F","AK",6
13677,"Catherine",2014,"F","AK",6
13678,"Charlie",2014,"F","AK",6
13679,"Christina",2014,"F","AK",6
13680,"Delilah",2014,"F","AK",6
13681,"Elisabeth",2014,"F","AK",6
13682,"Eliza",2014,"F","AK",6
13683,"Emilia",2014,"F","AK",6
13684,"Felicity",2014,"F","AK",6
13685,"Finley",2014,"F","AK",6
13686,"Gemma",2014,"F","AK",6
13687,"Genevieve",2014,"F","AK",6
13688,"Heidi",2014,"F","AK",6
13689,"Izabella",2014,"F","AK",6
13690,"Josephine",2014,"F","AK",6
13691,"Joy",2014,"F","AK",6
13692,"Katelyn",2014,"F","AK",6
13693,"Katherine",2014,"F","AK",6
13694,"Khloe",2014,"F","AK",6
13695,"Lauren",2014,"F","AK",6
13696,"Lila",2014,"F","AK",6
13697,"Lilliana",2014,"F","AK",6
13698,"Maci",2014,"F","AK",6
13699,"Madilyn",2014,"F","AK",6
13700,"Mariah",2014,"F","AK",6
13701,"Mary",2014,"F","AK",6
13702,"Melody",2014,"F","AK",6
13703,"Molly",2014,"F","AK",6
13704,"Presley",2014,"F","AK",6
13705,"Rachel",2014,"F","AK",6
13706,"Raegan",2014,"F","AK",6
13707,"Reagan",2014,"F","AK",6
13708,"Teagan",2014,"F","AK",6
13709,"Ada",2014,"F","AK",5
13710,"Adalynn",2014,"F","AK",5
13711,"Alana",2014,"F","AK",5
13712,"Alexandria",2014,"F","AK",5
13713,"Alina",2014,"F","AK",5
13714,"Amia",2014,"F","AK",5
13715,"Arabella",2014,"F","AK",5
13716,"Arya",2014,"F","AK",5
13717,"Ayla",2014,"F","AK",5
13718,"Bethany",2014,"F","AK",5
13719,"Braelyn",2014,"F","AK",5
13720,"Delaney",2014,"F","AK",5
13721,"Destiny",2014,"F","AK",5
13722,"Dylan",2014,"F","AK",5
13723,"Emery",2014,"F","AK",5
13724,"Emmalyn",2014,"F","AK",5
13725,"Esther",2014,"F","AK",5
13726,"Eva",2014,"F","AK",5
13727,"Gracie",2014,"F","AK",5
13728,"Hadley",2014,"F","AK",5
13729,"Jayla",2014,"F","AK",5
13730,"Jennifer",2014,"F","AK",5
13731,"Josie",2014,"F","AK",5
13732,"June",2014,"F","AK",5
13733,"Kali",2014,"F","AK",5
13734,"Kallie",2014,"F","AK",5
13735,"Kayla",2014,"F","AK",5
13736,"Lexie",2014,"F","AK",5
13737,"Lilah",2014,"F","AK",5
13738,"Lyla",2014,"F","AK",5
13739,"Macy",2014,"F","AK",5
13740,"Maggie",2014,"F","AK",5
13741,"Makenna",2014,"F","AK",5
13742,"Maya",2014,"F","AK",5
13743,"Mckenzie",2014,"F","AK",5
13744,"Meadow",2014,"F","AK",5
13745,"Mila",2014,"F","AK",5
13746,"Natasha",2014,"F","AK",5
13747,"Olive",2014,"F","AK",5
13748,"Rosalie",2014,"F","AK",5
13749,"Sage",2014,"F","AK",5
13750,"Shelby",2014,"F","AK",5
13751,"Shiloh",2014,"F","AK",5
13752,"Sydney",2014,"F","AK",5
13753,"Veronica",2014,"F","AK",5
26404,"Liam",2014,"M","AK",65
26405,"James",2014,"M","AK",53
26406,"Noah",2014,"M","AK",47
26407,"Wyatt",2014,"M","AK",47
26408,"Gabriel",2014,"M","AK",46
26409,"Lucas",2014,"M","AK",40
26410,"Ethan",2014,"M","AK",39
26411,"Alexander",2014,"M","AK",38
26412,"Joseph",2014,"M","AK",38
26413,"Benjamin",2014,"M","AK",36
26414,"William",2014,"M","AK",36
26415,"Logan",2014,"M","AK",35
26416,"Mason",2014,"M","AK",35
26417,"Jack",2014,"M","AK",34
26418,"John",2014,"M","AK",34
26419,"Asher",2014,"M","AK",33
26420,"Elijah",2014,"M","AK",33
26421,"Daniel",2014,"M","AK",32
26422,"Henry",2014,"M","AK",32
26423,"Jacob",2014,"M","AK",32
26424,"Jaxon",2014,"M","AK",32
26425,"Michael",2014,"M","AK",32
26426,"Oliver",2014,"M","AK",32
26427,"Hunter",2014,"M","AK",31
26428,"David",2014,"M","AK",30
26429,"Levi",2014,"M","AK",29
26430,"Matthew",2014,"M","AK",29
26431,"Landon",2014,"M","AK",28
26432,"Aiden",2014,"M","AK",27
26433,"Isaac",2014,"M","AK",27
26434,"Jackson",2014,"M","AK",27
26435,"Caleb",2014,"M","AK",26
26436,"Ryan",2014,"M","AK",26
26437,"Elias",2014,"M","AK",25
26438,"Connor",2014,"M","AK",24
26439,"Evan",2014,"M","AK",24
26440,"Joshua",2014,"M","AK",24
26441,"Samuel",2014,"M","AK",24
26442,"Christian",2014,"M","AK",22
26443,"Jayden",2014,"M","AK",22
26444,"Jeremiah",2014,"M","AK",22
26445,"Cooper",2014,"M","AK",21
26446,"Eli",2014,"M","AK",21
26447,"Robert",2014,"M","AK",21
26448,"Ryder",2014,"M","AK",21
26449,"Christopher",2014,"M","AK",20
26450,"Colton",2014,"M","AK",20
26451,"Josiah",2014,"M","AK",20
26452,"Andrew",2014,"M","AK",19
26453,"Austin",2014,"M","AK",19
26454,"Carson",2014,"M","AK",19
26455,"Jaxson",2014,"M","AK",19
26456,"Jonathan",2014,"M","AK",19
26457,"Luke",2014,"M","AK",19
26458,"Malachi",2014,"M","AK",19
26459,"Nathan",2014,"M","AK",19
26460,"Owen",2014,"M","AK",19
26461,"Blake",2014,"M","AK",18
26462,"Lincoln",2014,"M","AK",18
26463,"Ezra",2014,"M","AK",17
26464,"Gavin",2014,"M","AK",17
26465,"Thomas",2014,"M","AK",17
26466,"Dylan",2014,"M","AK",16
26467,"Grayson",2014,"M","AK",16
26468,"Kai",2014,"M","AK",16
26469,"Ryker",2014,"M","AK",16
26470,"Zachary",2014,"M","AK",16
26471,"Anthony",2014,"M","AK",15
26472,"Isaiah",2014,"M","AK",15
26473,"Jase",2014,"M","AK",15
26474,"Jason",2014,"M","AK",15
26475,"Micah",2014,"M","AK",15
26476,"Sebastian",2014,"M","AK",15
26477,"Silas",2014,"M","AK",15
26478,"Titus",2014,"M","AK",15
26479,"Bentley",2014,"M","AK",14
26480,"Brody",2014,"M","AK",14
26481,"Cameron",2014,"M","AK",14
26482,"Carter",2014,"M","AK",14
26483,"Chase",2014,"M","AK",14
26484,"Gideon",2014,"M","AK",14
26485,"Jace",2014,"M","AK",14
26486,"Sawyer",2014,"M","AK",14
26487,"Tristan",2014,"M","AK",14
26488,"Tyler",2014,"M","AK",14
26489,"Weston",2014,"M","AK",14
26490,"Adam",2014,"M","AK",13
26491,"Charles",2014,"M","AK",13
26492,"Everett",2014,"M","AK",13
26493,"Wesley",2014,"M","AK",13
26494,"Xander",2014,"M","AK",13
26495,"Brandon",2014,"M","AK",12
26496,"Brayden",2014,"M","AK",12
26497,"Nathaniel",2014,"M","AK",12
26498,"Theodore",2014,"M","AK",12
26499,"Xavier",2014,"M","AK",12
26500,"Ashton",2014,"M","AK",11
26501,"Avery",2014,"M","AK",11
26502,"Dominic",2014,"M","AK",11
26503,"Easton",2014,"M","AK",11
26504,"Finn",2014,"M","AK",11
26505,"George",2014,"M","AK",11
26506,"Hudson",2014,"M","AK",11
26507,"Ian",2014,"M","AK",11
26508,"Jasper",2014,"M","AK",11
26509,"Kayden",2014,"M","AK",11
26510,"Marshall",2014,"M","AK",11
26511,"Max",2014,"M","AK",11
26512,"Maxwell",2014,"M","AK",11
26513,"Miles",2014,"M","AK",11
26514,"Orion",2014,"M","AK",11
26515,"Richard",2014,"M","AK",11
26516,"Timothy",2014,"M","AK",11
26517,"Abel",2014,"M","AK",10
26518,"Drake",2014,"M","AK",10
26519,"Garrett",2014,"M","AK",10
26520,"Jameson",2014,"M","AK",10
26521,"Jayce",2014,"M","AK",10
26522,"Joel",2014,"M","AK",10
26523,"Kenneth",2014,"M","AK",10
26524,"Maximus",2014,"M","AK",10
26525,"Nicholas",2014,"M","AK",10
26526,"Parker",2014,"M","AK",10
26527,"Travis",2014,"M","AK",10
26528,"Cody",2014,"M","AK",9
26529,"Dean",2014,"M","AK",9
26530,"Declan",2014,"M","AK",9
26531,"Elliot",2014,"M","AK",9
26532,"Ezekiel",2014,"M","AK",9
26533,"Karter",2014,"M","AK",9
26534,"Nolan",2014,"M","AK",9
26535,"Patrick",2014,"M","AK",9
26536,"Riley",2014,"M","AK",9
26537,"Seth",2014,"M","AK",9
26538,"Solomon",2014,"M","AK",9
26539,"Steven",2014,"M","AK",9
26540,"Victor",2014,"M","AK",9
26541,"Waylon",2014,"M","AK",9
26542,"Aaron",2014,"M","AK",8
26543,"August",2014,"M","AK",8
26544,"Bradley",2014,"M","AK",8
26545,"Braxton",2014,"M","AK",8
26546,"Bryce",2014,"M","AK",8
26547,"Calvin",2014,"M","AK",8
26548,"Camden",2014,"M","AK",8
26549,"Cayden",2014,"M","AK",8
26550,"Charlie",2014,"M","AK",8
26551,"Cole",2014,"M","AK",8
26552,"Damian",2014,"M","AK",8
26553,"Dawson",2014,"M","AK",8
26554,"Eric",2014,"M","AK",8
26555,"Greyson",2014,"M","AK",8
26556,"Jake",2014,"M","AK",8
26557,"Jeffrey",2014,"M","AK",8
26558,"Jesse",2014,"M","AK",8
26559,"Jonah",2014,"M","AK",8
26560,"Julian",2014,"M","AK",8
26561,"Kaiden",2014,"M","AK",8
26562,"Killian",2014,"M","AK",8
26563,"Kingston",2014,"M","AK",8
26564,"Maddox",2014,"M","AK",8
26565,"Matthias",2014,"M","AK",8
26566,"Maverick",2014,"M","AK",8
26567,"Odin",2014,"M","AK",8
26568,"Paul",2014,"M","AK",8
26569,"Peter",2014,"M","AK",8
26570,"Roman",2014,"M","AK",8
26571,"Trevor",2014,"M","AK",8
26572,"Zane",2014,"M","AK",8
26573,"Alex",2014,"M","AK",7
26574,"Archer",2014,"M","AK",7
26575,"Caden",2014,"M","AK",7
26576,"Collin",2014,"M","AK",7
26577,"Colt",2014,"M","AK",7
26578,"Edward",2014,"M","AK",7
26579,"Gage",2014,"M","AK",7
26580,"Gunner",2014,"M","AK",7
26581,"Harrison",2014,"M","AK",7
26582,"Ivan",2014,"M","AK",7
26583,"Jax",2014,"M","AK",7
26584,"Leo",2014,"M","AK",7
26585,"Lukas",2014,"M","AK",7
26586,"Marcus",2014,"M","AK",7
26587,"Paxton",2014,"M","AK",7
26588,"Soren",2014,"M","AK",7
26589,"Sullivan",2014,"M","AK",7
26590,"Tanner",2014,"M","AK",7
26591,"Trenton",2014,"M","AK",7
26592,"Troy",2014,"M","AK",7
26593,"Tucker",2014,"M","AK",7
26594,"Vincent",2014,"M","AK",7
26595,"Walter",2014,"M","AK",7
26596,"Warren",2014,"M","AK",7
26597,"Adrian",2014,"M","AK",6
26598,"Augustus",2014,"M","AK",6
26599,"Axel",2014,"M","AK",6
26600,"Beckett",2014,"M","AK",6
26601,"Cade",2014,"M","AK",6
26602,"Clayton",2014,"M","AK",6
26603,"Dante",2014,"M","AK",6
26604,"Emmett",2014,"M","AK",6
26605,"Felix",2014,"M","AK",6
26606,"Grant",2014,"M","AK",6
26607,"Hatcher",2014,"M","AK",6
26608,"Jordan",2014,"M","AK",6
26609,"Jude",2014,"M","AK",6
26610,"Julius",2014,"M","AK",6
26611,"Kaleb",2014,"M","AK",6
26612,"Kevin",2014,"M","AK",6
26613,"Remington",2014,"M","AK",6
26614,"Rowan",2014,"M","AK",6
26615,"Russell",2014,"M","AK",6
26616,"Simon",2014,"M","AK",6
26617,"Skyler",2014,"M","AK",6
26618,"Stephen",2014,"M","AK",6
26619,"Sterling",2014,"M","AK",6
26620,"Talon",2014,"M","AK",6
26621,"Westin",2014,"M","AK",6
26622,"Aidan",2014,"M","AK",5
26623,"Alden",2014,"M","AK",5
26624,"Angelo",2014,"M","AK",5
26625,"Arthur",2014,"M","AK",5
26626,"Atticus",2014,"M","AK",5
26627,"Barrett",2014,"M","AK",5
26628,"Brantley",2014,"M","AK",5
26629,"Brooks",2014,"M","AK",5
26630,"Bruce",2014,"M","AK",5
26631,"Cash",2014,"M","AK",5
26632,"Cyrus",2014,"M","AK",5
26633,"Derek",2014,"M","AK",5
26634,"Desmond",2014,"M","AK",5
26635,"Erik",2014,"M","AK",5
26636,"Griffin",2014,"M","AK",5
26637,"Hayden",2014,"M","AK",5
26638,"Jeremy",2014,"M","AK",5
26639,"Justice",2014,"M","AK",5
26640,"Kaden",2014,"M","AK",5
26641,"Kane",2014,"M","AK",5
26642,"Kyle",2014,"M","AK",5
26643,"Leif",2014,"M","AK",5
26644,"Mark",2014,"M","AK",5
26645,"Mateo",2014,"M","AK",5
26646,"Miguel",2014,"M","AK",5
26647,"Myles",2014,"M","AK",5
26648,"Nikolai",2014,"M","AK",5
26649,"Paxson",2014,"M","AK",5
26650,"Peyton",2014,"M","AK",5
26651,"Raymond",2014,"M","AK",5
26652,"Reid",2014,"M","AK",5
26653,"River",2014,"M","AK",5
26654,"Rodney",2014,"M","AK",5
26655,"Roland",2014,"M","AK",5
26656,"Ronin",2014,"M","AK",5
26657,"Rylan",2014,"M","AK",5
26658,"Shawn",2014,"M","AK",5
26659,"Spencer",2014,"M","AK",5
26660,"Thaddeus",2014,"M","AK",5
26661,"Tobias",2014,"M","AK",5
26662,"Tyson",2014,"M","AK",5
26663,"Walker",2014,"M","AK",5
94198,"Ava",2014,"F","AL",290
94199,"Emma",2014,"F","AL",286
94200,"Olivia",2014,"F","AL",265
94201,"Isabella",2014,"F","AL",190
94202,"Elizabeth",2014,"F","AL",186
94203,"Madison",2014,"F","AL",185
94204,"Harper",2014,"F","AL",182
94205,"Ella",2014,"F","AL",181
94206,"Abigail",2014,"F","AL",173
94207,"Brooklyn",2014,"F","AL",165
94208,"Chloe",2014,"F","AL",153
94209,"Avery",2014,"F","AL",152
94210,"Sophia",2014,"F","AL",148
94211,"Addison",2014,"F","AL",147
94212,"Anna",2014,"F","AL",139
94213,"Emily",2014,"F","AL",130
94214,"Zoey",2014,"F","AL",130
94215,"Sadie",2014,"F","AL",120
94216,"Paisley",2014,"F","AL",117
94217,"Lillian",2014,"F","AL",115
94218,"Caroline",2014,"F","AL",114
94219,"Hannah",2014,"F","AL",114
94220,"Amelia",2014,"F","AL",113
94221,"Mary",2014,"F","AL",112
94222,"Evelyn",2014,"F","AL",110
94223,"Lily",2014,"F","AL",110
94224,"Khloe",2014,"F","AL",107
94225,"Aubrey",2014,"F","AL",106
94226,"Charlotte",2014,"F","AL",105
94227,"Layla",2014,"F","AL",99
94228,"Skylar",2014,"F","AL",98
94229,"Serenity",2014,"F","AL",93
94230,"Kinsley",2014,"F","AL",92
94231,"Aubree",2014,"F","AL",90
94232,"Kaylee",2014,"F","AL",90
94233,"Taylor",2014,"F","AL",88
94234,"Aaliyah",2014,"F","AL",86
94235,"Hadley",2014,"F","AL",86
94236,"Londyn",2014,"F","AL",86
94237,"Nevaeh",2014,"F","AL",86
94238,"Jordyn",2014,"F","AL",82
94239,"London",2014,"F","AL",82
94240,"Trinity",2014,"F","AL",82
94241,"Morgan",2014,"F","AL",80
94242,"Ryleigh",2014,"F","AL",79
94243,"Kennedy",2014,"F","AL",77
94244,"Peyton",2014,"F","AL",77
94245,"Natalie",2014,"F","AL",75
94246,"Sarah",2014,"F","AL",75
94247,"Bella",2014,"F","AL",74
94248,"Bailey",2014,"F","AL",73
94249,"Makenzie",2014,"F","AL",73
94250,"Katherine",2014,"F","AL",71
94251,"Kylie",2014,"F","AL",71
94252,"Lauren",2014,"F","AL",70
94253,"Alyssa",2014,"F","AL",69
94254,"Mia",2014,"F","AL",68
94255,"Piper",2014,"F","AL",68
94256,"Savannah",2014,"F","AL",68
94257,"Autumn",2014,"F","AL",66
94258,"Madelyn",2014,"F","AL",65
94259,"Riley",2014,"F","AL",65
94260,"Ellie",2014,"F","AL",64
94261,"Allison",2014,"F","AL",63
94262,"Audrey",2014,"F","AL",62
94263,"Scarlett",2014,"F","AL",62
94264,"Zoe",2014,"F","AL",62
94265,"Leah",2014,"F","AL",61
94266,"Rylee",2014,"F","AL",61
94267,"Alexis",2014,"F","AL",60
94268,"Makayla",2014,"F","AL",60
94269,"Nora",2014,"F","AL",60
94270,"Sofia",2014,"F","AL",60
94271,"Mckenzie",2014,"F","AL",58
94272,"Grace",2014,"F","AL",57
94273,"Lilly",2014,"F","AL",56
94274,"Lydia",2014,"F","AL",54
94275,"Mariah",2014,"F","AL",54
94276,"Adalyn",2014,"F","AL",53
94277,"Reagan",2014,"F","AL",53
94278,"Stella",2014,"F","AL",53
94279,"Lucy",2014,"F","AL",52
94280,"Mackenzie",2014,"F","AL",51
94281,"Presley",2014,"F","AL",51
94282,"Adalynn",2014,"F","AL",50
94283,"Arianna",2014,"F","AL",50
94284,"Aria",2014,"F","AL",49
94285,"Harmony",2014,"F","AL",49
94286,"Annabelle",2014,"F","AL",48
94287,"Kyleigh",2014,"F","AL",48
94288,"Naomi",2014,"F","AL",48
94289,"Victoria",2014,"F","AL",48
94290,"Willow",2014,"F","AL",48
94291,"Ariana",2014,"F","AL",45
94292,"Clara",2014,"F","AL",45
94293,"Payton",2014,"F","AL",45
94294,"Callie",2014,"F","AL",44
94295,"Paris",2014,"F","AL",44
94296,"Ariel",2014,"F","AL",43
94297,"Blakely",2014,"F","AL",43
94298,"Gabriella",2014,"F","AL",43
94299,"Gabrielle",2014,"F","AL",43
94300,"Genesis",2014,"F","AL",43
94301,"Margaret",2014,"F","AL",43
94302,"Allie",2014,"F","AL",42
94303,"Faith",2014,"F","AL",42
94304,"Sophie",2014,"F","AL",42
94305,"Eva",2014,"F","AL",41
94306,"Gracie",2014,"F","AL",41
94307,"Laila",2014,"F","AL",41
94308,"Brooklynn",2014,"F","AL",40
94309,"Katelyn",2014,"F","AL",40
94310,"Kayleigh",2014,"F","AL",40
94311,"Kennedi",2014,"F","AL",40
94312,"Molly",2014,"F","AL",40
94313,"Kathryn",2014,"F","AL",39
94314,"Samantha",2014,"F","AL",39
94315,"Claire",2014,"F","AL",38
94316,"Marley",2014,"F","AL",38
94317,"Alice",2014,"F","AL",37
94318,"Ashley",2014,"F","AL",37
94319,"Destiny",2014,"F","AL",37
94320,"Penelope",2014,"F","AL",37
94321,"Alexandria",2014,"F","AL",36
94322,"Eden",2014,"F","AL",36
94323,"Emery",2014,"F","AL",36
94324,"Kylee",2014,"F","AL",36
94325,"Maria",2014,"F","AL",36
94326,"Melanie",2014,"F","AL",36
94327,"Brynlee",2014,"F","AL",35
94328,"Georgia",2014,"F","AL",35
94329,"Lila",2014,"F","AL",35
94330,"Alivia",2014,"F","AL",34
94331,"Brianna",2014,"F","AL",34
94332,"Catherine",2014,"F","AL",34
94333,"Jade",2014,"F","AL",34
94334,"Eleanor",2014,"F","AL",33
94335,"Jada",2014,"F","AL",33
94336,"Julia",2014,"F","AL",33
94337,"Kelsey",2014,"F","AL",33
94338,"Kendall",2014,"F","AL",33
94339,"Malaysia",2014,"F","AL",33
94340,"Miracle",2014,"F","AL",33
94341,"Vivian",2014,"F","AL",33
94342,"Alaina",2014,"F","AL",32
94343,"Charlie",2014,"F","AL",32
94344,"Kaitlyn",2014,"F","AL",32
94345,"Alana",2014,"F","AL",30
94346,"Aliyah",2014,"F","AL",30
94347,"Charlee",2014,"F","AL",30
94348,"Maci",2014,"F","AL",30
94349,"Sydney",2014,"F","AL",30
94350,"Hailey",2014,"F","AL",29
94351,"Heaven",2014,"F","AL",29
94352,"Ivy",2014,"F","AL",29
94353,"Izabella",2014,"F","AL",29
94354,"Jaliyah",2014,"F","AL",29
94355,"Raelynn",2014,"F","AL",29
94356,"Aniyah",2014,"F","AL",28
94357,"Baylee",2014,"F","AL",28
94358,"Camille",2014,"F","AL",28
94359,"Charleigh",2014,"F","AL",28
94360,"Haley",2014,"F","AL",28
94361,"Hazel",2014,"F","AL",28
94362,"Kensley",2014,"F","AL",28
94363,"Kinley",2014,"F","AL",28
94364,"Madeline",2014,"F","AL",28
94365,"Norah",2014,"F","AL",28
94366,"Ruby",2014,"F","AL",28
94367,"Amiyah",2014,"F","AL",27
94368,"Angel",2014,"F","AL",27
94369,"Hayden",2014,"F","AL",27
94370,"Jasmine",2014,"F","AL",27
94371,"Jocelyn",2014,"F","AL",27
94372,"Jordan",2014,"F","AL",27
94373,"Josie",2014,"F","AL",27
94374,"Lyla",2014,"F","AL",27
94375,"Melody",2014,"F","AL",27
94376,"Sara",2014,"F","AL",27
94377,"Shelby",2014,"F","AL",27
94378,"Summer",2014,"F","AL",27
94379,"Kaydence",2014,"F","AL",26
94380,"Mckinley",2014,"F","AL",26
94381,"Mya",2014,"F","AL",26
94382,"Tatum",2014,"F","AL",26
94383,"Addyson",2014,"F","AL",25
94384,"Anne",2014,"F","AL",25
94385,"Arabella",2014,"F","AL",25
94386,"Isabelle",2014,"F","AL",25
94387,"Jennifer",2014,"F","AL",25
94388,"Kaliyah",2014,"F","AL",25
94389,"Madisyn",2014,"F","AL",25
94390,"Maggie",2014,"F","AL",25
94391,"Raegan",2014,"F","AL",25
94392,"Ann",2014,"F","AL",24
94393,"Emerson",2014,"F","AL",24
94394,"Journey",2014,"F","AL",24
94395,"Kayla",2014,"F","AL",24
94396,"Kimberly",2014,"F","AL",24
94397,"Liliana",2014,"F","AL",24
94398,"Lyric",2014,"F","AL",24
94399,"Marlee",2014,"F","AL",24
94400,"Ana",2014,"F","AL",23
94401,"Ansley",2014,"F","AL",23
94402,"Ashlynn",2014,"F","AL",23
94403,"Brylee",2014,"F","AL",23
94404,"Cadence",2014,"F","AL",23
94405,"Elena",2014,"F","AL",23
94406,"Gracelyn",2014,"F","AL",23
94407,"Harley",2014,"F","AL",23
94408,"Katie",2014,"F","AL",23
94409,"Lauryn",2014,"F","AL",23
94410,"Lexi",2014,"F","AL",23
