Date,Open_Eth,High_Eth,Low_Eth,Close_Eth,Adj Close_Eth,Volume_Eth,Open_sp,High_sp,Low_sp,Close_sp,Adj Close_sp,Volume_SP
2015-11-24,0.946442,0.948055,0.8959309999999999,0.900191,0.900191,524195.0,10379.26953,10472.79004,10358.03027,10449.71973,10449.71973,3884930000.0
2015-11-25,0.893827,0.899493,0.8511059999999999,0.8635370000000001,0.8635370000000001,622991.0,10449.67969,10471.28027,10430.13965,10450.36035,10450.36035,2852940000.0
2015-11-27,0.8821,0.900051,0.8606950000000001,0.867951,0.867951,403813.0,10442.61035,10463.96973,10425.55957,10450.53027,10450.53027,1466840000.0
2015-11-30,0.879951,0.8950540000000001,0.8476959999999999,0.8731190000000001,0.8731190000000001,784439.0,10455.48047,10460.33008,10409.45996,10409.58984,10409.58984,4275030000.0
2015-12-01,0.878316,0.8867360000000001,0.8539370000000001,0.8748,0.8748,652857.0,10447.05957,10523.79004,10446.58008,10519.58984,10519.58984,3712120000.0
2015-12-02,0.8731709999999999,0.878017,0.818924,0.82121,0.82121,506307.0,10501.09961,10511.12012,10376.4502,10389.2002,10389.2002,3950640000.0
2015-12-03,0.818546,0.837664,0.785086,0.8121430000000001,0.8121430000000001,539969.0,10415.55957,10422.78027,10227.36035,10257.37988,10257.37988,4306490000.0
2015-12-04,0.812082,0.859575,0.802373,0.840041,0.840041,241278.0,10266.5,10417.75977,10264.95996,10408.86035,10408.86035,4214910000.0
2015-12-07,0.8363219999999999,0.850791,0.78765,0.811264,0.811264,520409.0,10408.86035,10408.86035,10264.48047,10304.53027,10304.53027,4043820000.0
2015-12-08,0.806024,0.8236450000000001,0.782328,0.822118,0.822118,445903.0,10214.29004,10254.75,10157.69043,10198.37012,10198.37012,4173570000.0
2015-12-09,0.8244540000000001,0.8244540000000001,0.7704880000000001,0.792167,0.792167,624221.0,10191.34961,10316.96973,10115.76953,10162.37012,10162.37012,4385250000.0
2015-12-10,0.7955899999999999,0.86159,0.787291,0.8403959999999999,0.8403959999999999,369589.0,10165.45996,10242.79004,10155.57031,10172.04004,10172.04004,3715150000.0
2015-12-11,0.839995,0.9297620000000001,0.819789,0.9297620000000001,0.9297620000000001,801072.0,10074.08008,10075.42969,9956.709961,9976.650391,9976.650391,4301060000.0
2015-12-14,0.95662,1.0131,0.9501780000000001,0.993022,0.993022,563436.0,9977.820313,10013.86035,9880.419922,9986.759766,9986.759766,4612440000.0
2015-12-15,0.9905889999999999,1.02884,0.98224,1.01415,1.01415,578618.0,10057.33008,10149.12012,10057.33008,10110.94043,10110.94043,4353540000.0
2015-12-16,1.01711,1.01803,0.9749270000000001,0.991182,0.991182,320767.0,10164.83984,10282.24023,10139.58984,10267.83008,10267.83008,4635450000.0
2015-12-17,0.993043,0.997611,0.9118069999999999,0.940701,0.940701,640765.0,10267.83008,10267.83008,10112.57031,10112.62988,10112.62988,4327390000.0
2015-12-18,0.938327,0.939493,0.9080809999999999,0.920127,0.920127,300787.0,10072.98047,10072.98047,9966.820313,9967.639648,9967.639648,6683070000.0
2015-12-21,0.906065,0.9173899999999999,0.8911819999999999,0.9007709999999999,0.9007709999999999,549113.0,10017.12988,10054.41992,9961.049805,10023.03027,10023.03027,3760280000.0
2015-12-22,0.8949729999999999,0.9095260000000001,0.862059,0.864202,0.864202,454249.0,10052.33984,10132.58008,10015.98047,10112.40039,10112.40039,3520860000.0
2015-12-23,0.8617819999999999,0.88294,0.856065,0.8580770000000001,0.8580770000000001,334993.0,10180.62012,10277.96973,10180.62012,10276.28027,10276.28027,3484090000.0
2015-12-24,0.859433,0.882818,0.8476,0.8632620000000001,0.8632620000000001,354646.0,10266.05957,10290.36035,10242.63965,10258.54981,10258.54981,1411860000.0
2015-12-28,0.8563559999999999,0.872394,0.832932,0.8450049999999999,0.8450049999999999,235134.0,10225.99023,10225.99023,10169.08984,10217.40039,10217.40039,2492510000.0
2015-12-29,0.843835,0.8730540000000001,0.833232,0.8730540000000001,0.8730540000000001,215742.0,10270.37988,10318.41992,10270.37988,10306.59961,10306.59961,2542000000.0
2015-12-30,0.874258,0.941099,0.866647,0.911958,0.911958,604078.0,10277.53027,10283.96973,10218.70996,10225.83008,10225.83008,2367430000.0
2015-12-31,0.912098,0.9754139999999999,0.910277,0.933542,0.933542,663994.0,10186.44043,10223.07031,10142.33984,10143.41992,10143.41992,2655330000.0
2016-01-04,0.972045,0.9764379999999999,0.9298350000000001,0.9544799999999999,0.9544799999999999,346245.0,10020.04981,10020.04981,9891.070313,10001.55957,10001.55957,4304880000.0
2016-01-05,0.953147,0.9705969999999999,0.946543,0.950176,0.950176,219833.0,10007.00977,10039.95996,9959.820313,10028.05957,10028.05957,3706620000.0
2016-01-06,0.9500280000000001,0.960659,0.935708,0.95086,0.95086,308791.0,9907.370117,9925.900391,9821.330078,9868.259766,9868.259766,4336660000.0
2016-01-07,0.955801,0.9746229999999999,0.9358299999999999,0.942005,0.942005,647462.0,9751.349609,9791.169922,9627.05957,9650.419922,9650.419922,5076590000.0
2016-01-08,0.942752,0.991825,0.939715,0.9867889999999999,0.9867889999999999,545600.0,9692.799805,9725.900391,9513.25,9528.769531,9528.769531,4664940000.0
2016-01-11,0.999216,1.0699100000000001,0.999216,1.0616,1.0616,1011920.0,9575.179688,9598.639648,9435.820313,9527.660156,9527.660156,4607290000.0
2016-01-12,1.0661,1.28283,1.05009,1.141,1.141,2898760.0,9591.30957,9630.910156,9460.790039,9576.519531,9576.519531,4887260000.0
2016-01-13,1.13547,1.15218,1.07703,1.1252,1.1252,1005910.0,9619.009766,9644.450195,9349.469727,9374.230469,9374.230469,5087030000.0
2016-01-14,1.1221,1.18959,1.10319,1.18959,1.18959,751961.0,9405.429688,9567.820313,9332.259766,9516.549805,9516.549805,5241110000.0
2016-01-15,1.18444,1.31938,1.14293,1.20801,1.20801,3910550.0,9387.540039,9387.540039,9192.070313,9299.629883,9299.629883,5468460000.0
2016-01-19,1.42261,1.46469,1.30501,1.3713899999999999,1.3713899999999999,2446740.0,9378.860352,9406.349609,9226.820313,9301.740234,9301.740234,4928350000.0
2016-01-20,1.3631799999999998,1.61924,1.35371,1.5318200000000002,1.5318200000000002,2933220.0,9214.94043,9233.610352,8937.990234,9156.839844,9156.839844,6416070000.0
2016-01-21,1.5327,1.58549,1.48669,1.5535700000000001,1.5535700000000001,1614960.0,9164.169922,9311.570313,9102.389648,9226.570313,9226.570313,5078810000.0
2016-01-22,1.54703,1.58146,1.4658799999999998,1.50127,1.50127,1567240.0,9343.129883,9437.790039,9343.129883,9426.910156,9426.910156,4901760000.0
2016-01-25,2.14764,2.6625799999999997,2.05614,2.49927,2.49927,10739300.0,9393.540039,9393.540039,9258.660156,9262.990234,9262.990234,4401380000.0
2016-01-26,2.53274,2.83699,1.9947700000000002,2.27637,2.27637,13939200.0,9295.339844,9436.540039,9295.339844,9429.110352,9429.110352,4357940000.0
2016-01-27,2.24744,2.5949400000000002,2.18865,2.38855,2.38855,6961080.0,9403.870117,9522.610352,9321.330078,9373.780273,9373.780273,4754040000.0
2016-01-28,2.40645,2.68467,2.34203,2.5264900000000003,2.5264900000000003,4903850.0,9374.839844,9463.200195,9324.150391,9397.790039,9397.790039,4693010000.0
2016-01-29,2.54298,2.60677,2.3039,2.49496,2.49496,6662340.0,9439.339844,9632.709961,9439.339844,9632.700195,9632.700195,5497570000.0
2016-02-01,2.31969,2.31969,2.11631,2.21169,2.21169,3994100.0,9578.919922,9651.200195,9514.769531,9616.69043,9616.69043,4322530000.0
2016-02-02,2.21519,2.4489799999999997,2.1572,2.4396400000000003,2.4396400000000003,3451270.0,9532.990234,9532.990234,9386.120117,9413.780273,9413.780273,4463190000.0
2016-02-03,2.43193,2.5401700000000003,2.3416200000000003,2.52869,2.52869,3987750.0,9471.790039,9513.219727,9276.339844,9495.209961,9495.209961,5172950000.0
2016-02-04,2.52903,2.62954,2.43646,2.57804,2.57804,3552320.0,9484.129883,9591.299805,9465.870117,9534.299805,9534.299805,5193320000.0
2016-02-05,2.57035,2.6061799999999997,2.47092,2.53899,2.53899,2636700.0,9499.530273,9500.820313,9360.94043,9390.330078,9390.330078,4929940000.0
2016-02-08,2.973,3.27428,2.87537,3.17979,3.17979,9725690.0,9294.879883,9294.879883,9127.139648,9231.330078,9231.330078,5636460000.0
2016-02-09,3.17499,4.04464,3.16875,4.04464,4.04464,17954000.0,9131.980469,9250.650391,9109.049805,9187.790039,9187.790039,5183220000.0
2016-02-10,4.00055,4.86144,3.7831,4.43626,4.43626,28640400.0,9221.839844,9315.959961,9170.929688,9176.719727,9176.719727,4471170000.0
2016-02-11,4.49682,6.29223,4.3383,6.0131,6.0131,26408200.0,9092.910156,9092.910156,8944.049805,9029.879883,9029.879883,5500800000.0
2016-02-12,5.94615,6.58275,5.07076,5.5469800000000005,5.5469800000000005,23360800.0,9092.870117,9229.679688,9089.450195,9229.679688,9229.679688,4696920000.0
2016-02-16,5.32832,5.47486,4.0338400000000005,4.31529,4.31529,15889100.0,9317.94043,9377.509766,9275.740234,9375.389648,9375.389648,4570670000.0
2016-02-17,4.2891699999999995,4.7670699999999995,3.4973699999999996,3.7572400000000004,3.7572400000000004,15451000.0,9426.759766,9551.629883,9426.759766,9532.280273,9532.280273,5011540000.0
2016-02-18,3.7747,4.770569999999999,3.4208800000000004,4.39913,4.39913,17054000.0,9532.860352,9543.75,9483.459961,9504.980469,9504.980469,4436490000.0
2016-02-19,4.38479,4.79322,4.2746900000000005,4.73789,4.73789,7666320.0,9465.179688,9504.980469,9406.540039,9485.959961,9485.959961,4142850000.0
2016-02-22,4.66495,5.64571,4.63525,5.6165,5.6165,15056200.0,9485.769531,9623.639648,9485.769531,9616.320313,9616.320313,4054710000.0
2016-02-23,5.6849300000000005,5.94764,5.38782,5.5862099999999995,5.5862099999999995,13380600.0,9582.759766,9589.740234,9485.360352,9494.320313,9494.320313,3890650000.0
2016-02-24,5.60405,6.23647,5.50925,6.23647,6.23647,11426500.0,9411.269531,9517.75,9325.240234,9506.070313,9506.070313,4317250000.0
2016-02-25,6.18671,6.647410000000001,5.55124,6.1048,6.1048,21471800.0,9534.740234,9625.709961,9506.240234,9625.269531,9625.269531,4118210000.0
2016-02-26,6.0378300000000005,6.26875,5.73905,5.92167,5.92167,9526860.0,9668.259766,9682.929688,9607.660156,9619.790039,9619.790039,4348510000.0
2016-02-29,6.45565,6.614510000000001,6.05429,6.33699,6.33699,7648020.0,9615.169922,9670.839844,9558.860352,9559.530273,9559.530273,4588180000.0
2016-03-01,6.31931,7.908639999999999,6.30885,7.653689999999999,7.653689999999999,23098100.0,9626.879883,9771.0,9613.959961,9771.0,9771.0,4819750000.0
2016-03-02,7.633030000000001,8.75346,7.3713,8.46539,8.46539,29130200.0,9746.419922,9837.639648,9725.900391,9837.589844,9837.589844,4666610000.0
2016-03-03,8.44229,10.0974,8.33203,9.29415,9.29415,40314900.0,9828.30957,9909.80957,9809.169922,9907.969727,9907.969727,5081700000.0
2016-03-04,9.24056,10.406,8.47942,10.406,10.406,35520100.0,9929.330078,10010.66016,9902.040039,9968.410156,9968.410156,6049930000.0
2016-03-07,11.4288,11.6519,9.30949,9.55263,9.55263,34085100.0,9922.379883,10021.78027,9911.330078,10006.19043,10006.19043,4968180000.0
2016-03-08,9.582139999999999,10.1664,8.81577,9.84721,9.84721,25524300.0,9952.230469,9952.230469,9862.330078,9868.519531,9868.519531,4641650000.0
2016-03-09,9.79242,12.0547,9.67099,11.898,11.898,27540500.0,9906.839844,9946.969727,9881.759766,9924.80957,9924.80957,4038120000.0
2016-03-10,11.8815,12.2393,10.9911,11.305,11.305,26851500.0,9954.160156,10004.33008,9826.519531,9918.070313,9918.070313,4376790000.0
2016-03-11,11.2216,11.5999,10.3937,11.0828,11.0828,21002700.0,9988.290039,10105.00977,9988.290039,10104.19043,10104.19043,4078620000.0
2016-03-14,14.5122,15.013,11.5821,12.4526,12.4526,58385100.0,10073.33008,10097.54981,10038.40039,10074.26953,10074.26953,3487850000.0
2016-03-15,13.0017,13.1978,12.0468,13.01,13.01,28404500.0,10005.58984,10013.7002,9970.950195,10013.59961,10013.59961,3560280000.0
2016-03-16,13.0216,13.7307,12.4954,12.5209,12.5209,24335500.0,9986.480469,10102.07031,9978.889648,10084.16992,10084.16992,4057020000.0
2016-03-17,12.5587,12.6435,10.4426,11.0815,11.0815,41650600.0,10101.65039,10216.7002,10073.12012,10190.40039,10190.40039,4530480000.0
2016-03-18,11.1091,11.1788,8.524519999999999,10.9981,10.9981,53956800.0,10216.59961,10248.07031,10198.32031,10223.42969,10223.42969,6503140000.0
2016-03-21,10.3037,12.0149,10.1616,11.8641,11.8641,28572600.0,10204.7002,10232.79981,10181.84961,10219.69043,10219.69043,3376600000.0
2016-03-22,11.8792,12.0252,11.177,11.2748,11.2748,19730300.0,10169.90039,10226.50977,10145.34961,10194.2002,10194.2002,3418460000.0
2016-03-23,11.3279,12.4326,11.2371,12.4167,12.4167,19353200.0,10171.37988,10171.37988,10096.88965,10099.67969,10099.67969,3639510000.0
2016-03-24,12.4422,12.5016,10.8035,11.235,11.235,26081800.0,10032.88965,10087.04981,10003.98047,10086.59961,10086.59961,3407720000.0
2016-03-28,10.4314,11.8613,10.4075,11.6656,11.6656,23188300.0,10105.12012,10128.90039,10065.37988,10106.44043,10106.44043,2809090000.0
2016-03-29,11.7527,11.9136,11.3498,11.6564,11.6564,17684200.0,10071.41992,10193.73047,10048.51953,10190.41016,10190.41016,3822330000.0
2016-03-30,11.6053,12.1785,11.4692,11.9529,11.9529,19351200.0,10245.92969,10281.69043,10217.98047,10236.9502,10236.9502,3590310000.0
2016-03-31,11.9198,12.0119,11.3157,11.4035,11.4035,14966700.0,10236.79981,10248.82031,10198.91992,10207.37012,10207.37012,3715280000.0
2016-04-01,11.4006,11.8504,11.4006,11.6636,11.6636,11373100.0,10132.58008,10231.08008,10085.25,10219.95996,10219.95996,3749990000.0
2016-04-04,11.6158,11.6158,11.0163,11.1573,11.1573,9599070.0,10227.12012,10234.16016,10168.78027,10183.0,10183.0,3485710000.0
2016-04-05,11.2125,11.2125,10.1347,10.4381,10.4381,20557300.0,10104.76953,10104.76953,10050.65039,10061.08008,10061.08008,4154920000.0
2016-04-06,10.4498,10.97,10.2773,10.6854,10.6854,16997100.0,10062.83984,10162.29981,10044.41016,10159.84961,10159.84961,3750800000.0
2016-04-07,10.6952,10.8097,9.95363,10.0697,10.0697,13464500.0,10112.98047,10117.16016,10004.76953,10045.15039,10045.15039,3801250000.0
2016-04-08,10.0774,10.3875,9.65558,9.71959,9.71959,14660600.0,10108.70996,10170.96973,10093.28027,10119.69043,10119.69043,3359530000.0
2016-04-11,8.94278,8.946639999999999,8.00318,8.64379,8.64379,15138100.0,10154.08008,10210.55957,10114.4502,10114.58008,10114.58008,3567840000.0
2016-04-12,8.63947,8.63947,7.154160000000001,7.442310000000001,7.442310000000001,23190100.0,10114.58008,10257.29981,10114.58008,10238.69043,10238.69043,4239740000.0
2016-04-13,7.44136,8.71977,7.06922,8.04442,8.04442,31403300.0,10271.66016,10362.12988,10271.66016,10359.50977,10359.50977,4191830000.0
2016-04-14,8.07517,8.75704,8.021519999999999,8.38724,8.38724,13590700.0,10359.19043,10377.66016,10334.4502,10360.24023,10360.24023,3765870000.0
2016-04-15,8.38606,8.6162,8.09733,8.24278,8.24278,12179000.0,10359.58008,10359.58008,10332.87012,10355.57031,10355.57031,3701450000.0
